989 177466
94 569 376
19 85 39
10 144 188
296 966 97
312 747 520
35 835 95
484 597 611
39 713 234
298 877 519
255 763 93
297 625 25
719 754 439
189 744 317
93 711 360
397 610 29
167 800 465
19 460 964
370 778 960
198 514 240
100 351 144
5 712 16
138 879 11
116 330 165
416 729 405
139 318 942
117 267 743
276 616 692
73 785 336
240 291 239
557 759 919
508 827 216
371 569 356
260 595 140
157 684 132
297 538 970
17 18 930
398 492 733
448 814 926
673 921 897
588 764 350
243 762 224
187 579 747
580 758 669
597 847 464
554 581 494
782 784 273
275 587 750
512 626 17
102 389 122
444 911 366
383 540 342
357 949 781
268 871 433
259 540 895
234 266 893
139 428 888
314 618 179
137 594 729
205 477 796
160 618 748
244 486 200
435 724 834
7 487 713
314 368 972
121 826 157
17 227 284
34 733 229
206 733 224
323 843 478
268 975 514
55 828 192
686 980 994
53 405 133
307 461 284
750 758 85
633 641 396
298 707 750
821 860 506
870 966 357
357 502 150
46 906 286
165 636 536
23 865 981
603 735 458
453 759 830
249 342 263
303 389 8
319 480 718
525 871 697
619 940 316
235 898 842
5 791 473
275 851 4
140 726 912
48 126 519
111 539 528
109 160 888
59 646 611
276 317 682
141 809 344
281 973 968
218 422 550
719 816 873
388 974 390
65 163 96
194 197 336
415 832 429
578 839 231
515 677 792
42 135 660
156 446 945
693 820 969
143 809 703
286 893 264
442 984 184
124 243 620
798 915 114
126 514 998
629 695 497
139 443 82
347 723 615
7 150 496
273 602 468
122 174 526
318 845 785
334 541 423
326 727 337
631 808 703
191 265 322
556 689 207
54 364 534
376 622 637
286 385 650
341 640 4
312 467 848
530 704 928
514 985 278
331 366 794
411 953 197
573 959 756
467 780 475
302 342 932
34 900 41
84 683 295
228 805 879
415 604 587
664 971 440
529 532 102
70 691 836
219 422 93
70 733 375
1 246 527
362 369 806
642 885 479
581 901 76
516 558 537
538 580 993
295 914 317
248 927 373
273 601 97
601 682 949
15 939 920
348 559 47
243 773 333
45 540 57
509 620 995
175 269 684
502 873 78
77 809 933
63 274 1000
89 197 553
284 927 531
631 887 157
330 946 186
338 492 212
250 585 771
617 872 859
278 426 825
6 718 442
131 926 842
166 626 76
47 772 109
256 520 731
830 868 221
494 929 386
165 857 227
160 816 182
140 647 809
721 760 932
556 950 506
311 321 166
109 446 186
622 803 144
352 507 894
438 971 211
501 876 340
70 273 906
18 466 986
418 896 347
176 806 697
368 432 525
765 887 389
925 970 238
411 643 827
159 752 367
552 834 426
220 805 891
294 594 853
179 753 967
807 909 124
604 908 314
112 117 405
292 824 492
158 334 662
255 738 209
470 744 624
226 870 44
586 693 391
140 419 655
707 898 637
445 544 245
304 722 818
58 513 109
22 950 27
551 791 553
213 293 244
268 830 521
15 413 154
405 828 623
25 978 196
13 526 479
441 650 105
656 813 269
13 565 674
280 584 867
101 495 493
389 606 711
752 964 210
795 880 365
269 642 338
43 762 2
325 598 544
74 761 685
189 418 177
255 417 950
420 736 872
122 537 496
626 633 485
39 763 269
550 844 740
171 922 970
666 792 987
320 944 28
723 800 422
529 960 339
258 709 147
376 488 107
212 532 548
130 366 120
500 551 806
212 447 250
285 777 149
71 433 918
217 700 393
216 679 662
319 940 9
405 469 247
66 845 718
418 663 304
810 858 222
511 968 970
714 741 850
110 425 76
570 932 888
813 822 862
700 904 169
124 789 806
203 353 184
764 922 866
474 760 571
397 515 486
246 867 941
200 888 334
177 527 24
555 886 757
590 691 273
629 704 622
532 757 818
77 558 632
56 305 487
152 342 665
759 957 543
286 890 472
529 816 6
868 899 305
170 715 873
245 758 61
87 164 484
380 399 506
27 327 162
403 608 92
723 820 731
238 344 797
229 527 909
199 257 910
135 494 809
282 713 781
66 180 364
37 578 960
628 656 920
228 310 927
624 888 343
140 530 926
250 287 871
71 471 357
656 881 806
390 961 171
338 901 466
146 686 388
787 882 135
217 308 679
272 358 279
355 785 292
299 742 856
768 919 494
107 879 278
1 549 115
339 748 557
713 868 994
31 815 645
129 155 942
645 789 31
78 702 98
302 662 644
312 559 982
952 962 500
239 607 134
195 868 842
513 797 558
361 906 469
105 269 726
614 977 842
308 694 179
198 689 601
191 666 442
944 981 862
32 526 889
23 737 775
507 945 904
180 515 940
46 533 590
129 935 729
258 409 785
203 433 649
10 76 411
600 733 74
592 829 243
67 273 680
273 748 555
272 647 852
47 737 776
223 596 211
103 612 586
148 564 307
89 431 702
170 524 440
460 651 753
343 744 64
45 370 734
42 504 931
759 985 74
184 233 5
524 726 13
93 492 49
184 745 978
103 225 115
187 611 100
693 982 712
525 843 165
589 875 904
106 633 312
209 319 629
340 927 436
10 127 19
315 331 860
748 918 314
124 798 68
81 518 334
361 469 572
108 137 987
730 849 543
346 854 168
672 874 489
80 178 366
145 331 528
127 210 191
177 445 327
85 501 256
410 542 10
755 951 438
223 872 672
581 701 776
403 986 238
565 816 627
44 694 747
373 798 262
60 938 659
526 800 232
452 601 803
746 864 718
718 734 201
139 434 941
305 432 722
920 943 502
549 870 801
37 201 700
696 984 934
561 855 177
316 352 390
478 598 698
525 875 845
84 555 939
817 858 752
714 984 780
30 869 353
53 411 3
664 710 19
22 739 267
568 790 262
578 909 117
395 465 403
195 984 994
333 708 875
270 942 939
779 975 148
4 895 337
596 758 27
136 507 578
284 976 677
280 701 833
519 599 599
474 620 358
59 216 287
143 612 70
325 469 788
114 804 582
211 577 515
154 697 888
322 848 620
8 425 422
54 119 668
187 410 508
515 679 278
146 313 693
8 364 664
198 247 474
557 694 496
90 248 821
439 586 302
52 495 858
196 277 979
798 940 914
303 592 595
197 925 557
458 514 318
192 800 956
664 850 870
571 588 746
145 906 88
224 454 951
385 409 58
332 848 601
167 758 969
261 934 981
72 973 306
226 917 309
80 316 853
372 386 789
80 435 740
49 600 131
258 334 36
205 581 702
678 916 331
757 834 236
832 851 982
551 606 488
80 967 628
16 741 779
587 967 530
151 855 658
922 933 723
191 959 37
114 443 340
153 600 545
542 978 140
97 939 184
556 984 50
9 280 299
171 604 62
527 667 834
508 891 872
661 936 442
164 470 823
28 83 661
229 449 29
758 940 970
367 656 894
257 436 174
572 722 434
12 93 316
252 640 627
76 151 742
455 821 627
769 981 845
221 575 295
11 558 463
8 72 613
364 489 335
16 41 730
71 705 407
578 819 953
39 608 228
825 947 319
627 970 182
147 772 211
548 790 465
403 413 814
529 984 731
277 549 392
17 191 629
183 674 337
175 682 92
310 969 589
6 704 271
821 921 624
404 609 946
271 483 622
812 820 21
776 952 251
78 893 388
135 285 520
27 117 112
127 940 462
104 480 197
102 397 725
697 791 931
769 863 248
557 735 852
156 511 545
833 896 901
199 407 870
419 743 804
277 804 330
804 985 3
512 908 238
79 447 149
30 605 889
374 540 465
264 589 971
614 734 585
672 686 974
892 976 419
443 586 253
138 921 46
96 217 239
304 817 391
377 744 590
869 971 373
336 541 917
306 940 192
414 815 637
237 879 264
177 723 439
162 629 615
237 494 733
217 430 230
310 824 408
544 595 563
435 496 283
300 851 739
220 714 584
1 207 43
641 916 22
422 932 347
261 911 501
152 414 732
505 952 230
335 433 664
227 610 156
301 866 518
194 459 291
724 802 371
201 971 538
462 635 940
83 698 706
566 769 137
351 705 871
376 557 32
785 891 787
15 121 389
610 718 37
127 836 762
139 158 249
135 195 975
85 145 451
98 592 382
13 479 541
18 399 585
187 850 150
842 893 956
851 934 413
118 358 572
105 727 663
56 182 815
251 641 290
232 239 928
669 701 750
252 612 757
385 550 948
342 743 59
182 189 590
647 970 20
4 902 686
480 502 589
245 367 336
851 926 618
669 855 605
16 710 788
902 988 632
452 739 871
307 895 215
22 326 169
133 910 667
305 383 54
12 882 729
207 379 944
401 455 555
115 411 896
284 889 597
481 981 958
496 904 465
31 545 403
51 343 226
17 196 218
656 701 776
20 109 616
418 508 342
347 407 194
429 791 638
123 567 929
641 702 474
583 799 981
322 338 37
157 385 185
885 909 198
187 617 123
570 873 871
396 530 160
54 674 357
101 598 444
343 484 745
74 891 796
672 776 580
262 787 953
225 451 276
243 595 14
2 986 47
173 768 74
530 641 300
714 974 123
611 737 946
830 871 430
285 449 549
324 888 98
269 289 605
205 819 226
3 81 669
99 396 448
235 296 315
251 664 540
492 687 64
452 514 179
8 384 576
147 837 958
98 460 950
480 894 470
436 700 74
712 894 455
341 512 498
534 637 116
10 774 831
34 202 835
198 744 440
233 643 854
704 925 426
345 346 752
407 823 423
341 783 2
174 505 849
723 922 367
451 914 844
886 906 651
151 239 269
420 661 866
405 736 92
148 882 704
219 575 178
404 408 690
571 824 765
500 683 488
475 779 582
430 449 102
156 257 573
558 989 124
256 474 766
357 564 659
27 40 785
276 695 437
224 478 818
276 570 551
671 698 163
374 946 931
505 689 756
643 782 614
286 405 211
569 802 196
326 923 678
473 696 86
144 199 971
207 282 685
21 870 886
291 951 102
59 299 665
358 893 53
28 658 195
15 757 84
219 738 29
668 678 871
718 722 548
500 539 629
114 720 329
108 965 137
423 658 896
339 531 118
192 768 43
788 910 800
140 263 276
423 427 107
352 687 746
808 814 425
903 927 867
896 959 790
551 937 716
595 781 333
191 829 248
458 940 841
741 820 588
833 841 869
438 718 675
73 675 526
593 602 206
285 900 74
129 841 244
421 658 487
94 588 914
443 979 2
281 971 69
590 805 224
127 911 505
41 822 920
709 799 230
42 588 41
65 890 586
161 184 567
245 582 955
729 985 674
92 394 458
12 141 96
64 208 346
408 738 771
284 361 321
401 938 936
268 885 170
12 186 878
246 871 966
93 504 368
347 516 218
341 890 946
1 439 502
436 548 796
298 874 635
584 780 739
499 813 289
1 61 265
65 839 244
315 828 18
146 222 937
146 966 506
4 925 451
761 830 410
433 448 335
328 987 919
303 622 18
62 794 217
280 629 98
375 566 258
709 846 761
214 642 365
85 729 786
52 795 673
161 645 827
94 391 68
903 909 13
205 384 345
865 920 694
861 897 363
71 506 899
220 973 804
258 960 673
515 824 826
386 954 55
625 800 702
308 473 346
790 833 373
9 301 491
798 955 215
437 870 982
535 766 179
3 599 592
123 799 240
85 488 564
241 588 484
61 867 62
202 876 761
100 164 143
211 274 500
450 474 708
612 635 384
207 972 617
623 866 204
110 350 505
106 801 766
7 702 931
152 895 676
219 551 376
37 667 726
388 638 353
462 527 852
178 259 386
1 859 433
93 850 532
59 254 387
462 785 448
468 782 524
460 795 966
819 933 839
18 894 709
150 569 247
321 493 140
467 920 295
25 576 965
241 314 259
300 935 173
721 820 2
348 876 500
546 916 162
47 524 76
479 814 141
293 828 943
330 461 594
169 329 385
788 794 518
638 649 868
530 708 323
242 837 612
276 765 214
245 760 506
201 851 833
145 938 423
2 828 840
233 393 832
496 544 704
34 267 567
179 875 361
284 774 638
677 887 558
686 928 120
385 817 924
594 870 937
505 678 648
220 856 879
445 689 413
110 721 302
731 934 202
58 67 146
193 906 250
262 856 64
143 405 9
616 899 950
346 759 761
312 909 482
187 585 484
567 944 176
327 618 857
678 726 860
258 486 384
354 793 735
671 966 442
500 771 534
182 386 284
392 658 325
6 378 767
36 685 427
188 777 678
52 263 908
495 850 536
302 508 747
17 608 748
84 968 51
102 559 992
338 924 104
68 357 478
480 684 323
371 539 433
756 884 453
509 593 626
525 677 748
91 237 919
256 703 788
602 975 324
547 619 445
736 939 821
427 895 375
7 835 983
137 180 124
480 973 537
34 472 309
587 834 865
149 643 112
224 699 84
51 333 920
444 871 21
499 771 610
193 671 904
101 108 717
123 523 450
585 838 245
842 891 85
252 663 320
147 297 761
87 640 282
299 668 964
22 698 927
280 868 631
682 726 763
121 430 870
941 950 888
203 325 637
118 591 420
109 351 876
9 375 144
431 458 228
414 561 523
559 707 614
161 319 236
132 445 197
792 845 759
873 943 666
77 836 602
567 590 407
269 859 749
885 989 304
204 634 542
361 634 615
23 942 99
220 864 427
519 804 343
131 696 482
462 556 639
814 940 158
358 837 616
235 886 239
145 551 650
256 390 243
336 636 642
715 883 351
721 970 204
513 562 333
561 806 720
411 478 769
654 811 57
520 973 281
254 866 85
306 881 143
569 910 135
100 176 790
627 946 719
329 896 384
81 969 760
565 971 823
826 968 86
364 693 801
118 845 259
372 719 414
592 957 433
613 807 306
403 968 730
563 908 78
864 938 794
326 540 131
566 928 26
15 732 232
472 771 294
69 227 344
487 777 650
163 911 455
586 943 415
105 406 168
288 744 928
60 919 597
471 796 942
598 849 585
820 979 249
113 654 340
569 580 584
87 969 985
604 628 747
718 839 63
712 713 140
534 626 16
419 917 373
313 574 626
298 597 446
70 587 705
167 907 949
756 911 825
328 487 225
525 749 644
102 917 530
390 516 707
36 564 160
160 763 309
50 579 377
188 277 676
235 253 557
221 794 772
372 705 715
91 519 703
554 833 937
518 669 176
360 898 557
9 133 679
144 634 179
211 861 23
35 846 502
402 696 727
144 616 995
46 318 68
454 920 749
398 642 265
309 691 103
539 542 658
130 196 843
69 264 668
58 977 531
444 966 285
366 771 236
88 931 220
214 883 531
340 740 109
614 762 543
301 795 1000
70 158 493
151 938 55
727 988 792
683 932 118
546 720 656
117 458 14
322 600 442
236 660 500
201 514 450
440 888 256
224 966 814
375 784 832
215 350 943
271 424 203
408 784 21
449 498 285
338 593 291
390 825 629
252 278 653
527 530 550
431 884 892
569 904 277
322 647 726
279 653 664
36 887 255
494 700 750
607 936 846
905 926 584
743 969 539
546 638 823
390 529 776
515 760 218
105 177 631
59 865 631
722 928 461
216 774 603
278 646 521
925 946 527
102 778 162
630 829 270
359 388 269
485 727 393
567 760 983
847 961 305
42 844 290
318 520 619
40 602 792
245 252 565
170 224 651
388 522 713
418 785 461
68 569 950
289 451 644
208 826 298
658 674 652
137 234 466
537 571 29
474 790 109
22 266 170
262 373 455
256 429 512
389 462 222
232 367 164
821 954 957
438 946 582
87 904 280
410 917 951
169 389 995
792 971 929
121 189 424
285 454 844
230 418 140
421 737 15
94 375 65
517 958 153
435 818 257
175 931 508
1 445 422
111 439 973
536 537 499
20 112 350
766 845 400
602 823 792
26 326 460
311 963 489
15 857 482
9 772 339
190 331 623
330 421 593
402 645 524
24 422 40
89 798 483
87 824 109
612 887 298
486 704 953
444 679 955
244 948 60
485 754 774
157 679 152
11 425 807
179 373 386
593 797 436
166 272 399
180 379 395
387 664 443
37 475 132
144 376 697
459 974 665
263 528 121
328 922 823
299 651 438
514 902 906
512 882 411
279 551 864
658 769 91
99 328 649
21 672 631
655 682 484
389 929 343
893 926 9
46 355 737
366 943 924
125 568 240
326 853 864
139 663 799
429 567 935
251 467 311
190 958 641
125 943 974
558 609 403
233 803 419
714 918 147
404 518 105
761 773 361
341 790 273
266 538 363
74 464 574
212 734 168
722 760 1
151 789 11
245 281 927
51 622 309
250 861 852
284 521 949
147 524 424
602 833 610
588 845 147
325 655 876
70 249 161
146 982 611
368 493 522
169 430 294
17 953 673
181 505 548
65 619 213
159 736 888
387 933 448
682 980 102
593 956 176
1 237 711
139 850 916
572 892 174
313 664 891
344 682 84
772 954 37
801 849 507
104 989 757
661 914 104
416 800 836
117 202 725
16 952 652
42 626 48
11 179 843
214 977 75
53 751 643
136 599 820
362 920 381
489 704 755
246 380 654
221 941 482
197 335 166
381 667 433
790 913 678
13 658 889
164 675 462
201 281 17
271 516 252
651 887 384
390 947 361
642 741 876
85 878 258
171 213 672
562 931 703
821 857 703
483 627 490
21 197 322
192 443 822
133 151 537
262 756 595
713 731 304
139 360 807
80 720 204
30 68 345
183 329 642
31 685 956
742 896 571
161 927 328
423 550 66
123 923 637
898 940 347
820 972 526
331 718 896
404 897 286
129 980 977
261 852 181
456 574 505
14 306 690
167 776 142
37 376 663
146 390 119
352 433 660
165 217 306
60 282 947
33 347 696
163 876 473
131 538 642
651 884 661
196 380 298
141 511 244
204 258 597
12 534 875
516 898 295
198 358 249
168 190 884
108 829 687
213 880 778
531 668 262
325 472 695
457 774 921
162 539 601
79 235 351
21 812 257
177 360 183
390 922 725
462 769 361
272 605 253
298 462 586
662 985 547
60 211 512
36 436 704
564 944 804
88 483 876
68 949 414
351 492 330
82 811 863
101 908 508
242 307 134
16 645 486
43 806 304
660 886 691
153 507 974
185 864 736
183 339 54
88 312 6
175 448 684
293 949 5
125 130 460
390 432 473
61 597 794
606 906 434
388 658 350
226 934 322
568 718 903
80 558 95
10 33 639
585 740 345
605 655 771
229 711 211
396 574 584
387 667 427
696 934 572
61 506 334
348 723 684
396 552 558
352 730 299
458 565 424
2 201 664
160 936 140
360 819 738
471 890 137
303 388 439
126 961 258
392 608 980
54 667 363
279 468 938
14 249 189
177 256 90
695 898 901
193 560 988
893 936 658
64 81 220
428 897 24
294 593 946
149 764 190
291 937 487
578 660 83
717 881 649
146 216 959
214 682 531
71 556 63
405 705 34
303 392 593
142 371 915
410 945 243
28 481 901
608 747 414
522 971 906
13 219 10
854 908 262
214 488 528
727 874 364
155 434 552
885 978 441
620 701 976
307 686 905
725 920 317
907 925 658
530 574 504
692 804 388
384 722 883
156 816 422
218 878 360
122 737 204
514 620 542
195 892 37
313 902 13
130 890 283
154 570 349
340 851 165
163 594 558
545 793 555
419 540 610
337 724 291
38 138 634
304 656 901
71 593 552
866 915 846
18 65 11
260 842 401
40 352 985
99 640 483
484 833 468
516 980 329
282 546 731
116 707 554
75 92 225
7 559 877
669 702 406
405 529 347
169 484 692
54 263 534
179 654 412
78 228 561
320 591 561
284 938 297
702 767 959
793 937 791
221 967 970
83 765 434
173 923 502
156 851 20
63 937 181
884 885 32
314 854 488
277 442 353
119 147 461
236 631 715
211 737 464
76 983 311
404 683 330
788 965 904
59 459 541
336 876 116
808 871 928
84 479 303
526 934 617
618 953 973
531 687 788
114 935 557
482 943 703
66 338 584
383 880 608
570 772 123
813 825 286
654 970 691
363 539 74
775 815 282
269 363 495
345 382 899
244 390 226
18 141 720
104 143 728
17 393 572
708 944 660
450 570 263
437 499 130
241 696 61
115 215 346
536 617 395
206 670 441
60 637 838
396 961 262
343 759 183
422 702 652
315 827 894
123 404 457
479 734 690
497 879 29
185 752 394
713 781 696
502 508 599
731 803 291
42 240 784
153 927 817
347 560 798
505 641 215
218 268 135
717 743 173
747 860 470
368 498 160
370 698 15
82 143 670
495 824 701
726 745 958
725 927 231
247 534 179
496 513 561
755 775 427
932 974 822
663 732 624
111 558 336
417 983 274
540 559 438
628 796 24
434 987 912
23 528 141
193 251 875
203 450 362
42 801 141
12 679 746
77 753 190
837 962 397
